UniprotID,TCDBID,Substrates,Column1,Column2,Column3
P32014,8.A.4.2.1,NONE ,,,
P43111,8.A.4.2.2,NONE ,,,
P60033,8.A.40.1.1,NONE ,,,
Q9H1Z9,8.A.40.1.10,NONE ,,,
Q86UF1,8.A.40.1.11,NONE ,,,
C3W2Q6,8.A.40.1.12,NONE ,,,
G6DTR0,8.A.40.1.13,NONE ,,,
M2XT95,8.A.40.1.14,NONE ,,,
P48509,8.A.40.1.15,NONE ,,,
O60637,8.A.40.1.16,NONE ,,,
O95858,8.A.40.1.17,NONE ,,,
P19397,8.A.40.1.18,NONE ,,,
P08962,8.A.40.1.19,NONE ,,,
P41732,8.A.40.1.2,NONE ,,,
O95859,8.A.40.1.20,NONE ,,,
Q8NG11,8.A.40.1.21,NONE ,,,
P23942,8.A.40.1.3,NONE ,,,
Q24188,8.A.40.1.4,NONE ,,,
G4VD44,8.A.40.1.5,NONE ,,,
Q9U1L0,8.A.40.1.6,NONE ,,,
Q7JZW3,8.A.40.1.7,NONE ,,,
Q9D8C2,8.A.40.1.8,NONE ,,,
P21926,8.A.40.1.9,NONE ,,,
Q8J0D3,8.A.40.2.1,NONE ,,,
F4S576,8.A.40.2.2,NONE ,,,
E4ZNM1,8.A.40.2.3,NONE ,,,
Q22W66,8.A.40.3.1,NONE ,,,
Q75IM5,8.A.40.4.1,NONE ,,,
F4I214,8.A.40.4.2,NONE ,,,
Q5BQ04,8.A.40.4.3,NONE ,,,
Q9SVU4,8.A.40.5.1,NONE ,,,
Q93XY5,8.A.40.5.2,NONE ,,,
Q58G33,8.A.40.6.1,NONE ,,,
Q1PDI1,8.A.40.6.2,NONE ,,,
O00322,8.A.40.7.1,NONE ,,,
O75841,8.A.40.7.2,NONE ,,,
P41821,8.A.41.1.1,NONE ,,,
Q5KM96,8.A.41.1.2,NONE ,,,
Q59ML1,8.A.41.1.3,NONE ,,,
I1RTB7,8.A.41.1.4,NONE ,,,
C6GZ42,8.A.41.1.5,NONE ,,,
Q871R6,8.A.41.1.6,NONE ,,,
Q10063,8.A.41.1.7,NONE ,,,
B9WHV4,8.A.41.1.8,NONE ,,,
O30472,8.A.42.1.1,NONE ,,,
A8FE88,8.A.42.1.2,NONE ,,,
E6UK93,8.A.42.1.3,NONE ,,,
D5DPT8,8.A.42.1.4,NONE ,,,
R4G5U4,8.A.42.1.5,NONE ,,,
R5LHN3,8.A.42.1.6,NONE ,,,
B0LFQ8,8.A.43.1.1,NONE ,,,
F4A3W6,8.A.43.1.2,NONE ,,,
O33932,8.A.43.1.3,NONE ,,,
Q8WRE3,8.A.43.1.4,NONE ,,,
Q92EV6,8.A.43.1.5,NONE ,,,
Q9VGH2,8.A.43.1.6,NONE ,,,
C3XYZ1,8.A.43.1.7,NONE ,,,
Q6ZSA7,8.A.43.1.8,NONE ,,,
Q9BPX6,8.A.44.1.1,NONE ,,,
Q8IYU8,8.A.44.1.2,NONE ,,,
Q54JS1,8.A.44.1.3,NONE ,,,
E1ZEL6,8.A.44.1.4,NONE ,,,
E9AL21,8.A.44.1.5,NONE ,,,
A8JGI1,8.A.44.1.6,NONE ,,,
Q9H4I9,8.A.45.1.1,NONE ,,,
Q7JX57,8.A.45.1.2,NONE ,,,
Q9U3I4,8.A.45.1.3,NONE ,,,
H3HVU8,8.A.45.1.4,NONE ,,,
E9BX85,8.A.45.1.5,NONE ,,,
A9UTZ4,8.A.45.2.1,NONE ,,,
F2U0C1,8.A.45.2.2,NONE ,,,
F9ZC67,8.A.46.1.2,NONE ,,,
C6Y217,8.A.46.1.3,NONE ,,,
Q5LEN2,8.A.46.1.4,NONE ,,,
E4RVP8,8.A.46.1.5,NONE ,,,
G0IYY9,8.A.46.1.6,NONE ,,,
Q8A8X0,8.A.46.2.1,NONE ,,,
Q8A0N7,8.A.46.2.2,NONE ,,,
E1WQ07,8.A.46.2.3,NONE ,,,
G2PKA2,8.A.46.2.4,NONE ,,,
F5H948,8.A.46.3.1,NONE ,,,
F3PRQ4,8.A.46.3.2,NONE ,,,
G8TGS7,8.A.46.3.3,NONE ,,,
Q8NC67,8.A.47.1.2,NONE ,,,
G4PZW1,8.A.48.1.1,NONE ,,,
D7XN98,8.A.48.1.2,NONE ,,,
E1PFW8,8.A.48.1.3,NONE ,,,
G8ATL2,8.A.48.1.4,NONE ,,,
Q6DAH6,8.A.48.1.5,NONE ,,,
Q887R7,8.A.48.1.6,NONE ,,,
I9WSV7,8.A.48.1.7,NONE ,,,
Q9UEF7,8.A.49.1.1,NONE ,,,
Q86Z14,8.A.49.1.2,NONE ,,,
Q14722,8.A.5.1.1,NONE ,,,
Q24052,8.A.5.1.2,NONE ,,,
P63144,8.A.5.1.3,NONE ,,,
P80874,8.A.5.1.4,NONE ,,,
P0A9T4,8.A.5.1.5,NONE ,,,
P77735,8.A.5.1.6,NONE ,,,
P76187,8.A.5.1.7,NONE ,,,
P0AAW9,8.A.50.1.1,NONE ,,,
J7U9F1,8.A.50.1.2,NONE ,,,
W1IX96,8.A.50.1.3,NONE ,,,
P42658,8.A.51.1.1,NONE ,,,
Q9NRR5,8.A.52.1.1,NONE ,,,
H9IWC0,8.A.52.1.2,NONE ,,,
A7EK13,8.A.52.1.3,NONE ,,,
E9ASH3,8.A.52.1.4,NONE ,,,
Q7SGY8,8.A.52.1.5,NONE ,,,
S3DAG4,8.A.52.1.6,NONE ,,,
Q7XZ04,8.A.52.1.7,NONE ,,,
Q8WZ55,8.A.53.1.1,NONE ,,,
C1BLC2,8.A.53.1.2,NONE ,,,
V8NZN5,8.A.53.1.3,NONE ,,,
P56199,8.A.54.1.1,NONE ,,,
P23229,8.A.54.1.2,NONE ,,,
O43405,8.A.54.1.3,NONE ,,,
P06756,8.A.54.1.4,NONE ,,,
Q8IYV9,8.A.55.1.1,NONE ,,,
W5KQV6,8.A.55.1.2,NONE ,,,
Q6UXV1,8.A.55.2.1,NONE ,,,
Q5VZ72,8.A.55.2.2,NONE ,,,
Q1ZYL8,8.A.55.3.1,NONE ,,,
Q95ST2,8.A.56.1.1,NONE ,,,
Q5T9L3,8.A.56.1.2,NONE ,,,
O76024,8.A.57.1.1,NONE ,,,
Q8MS19,8.A.57.1.2,NONE ,,,
W6NBT2,8.A.57.1.3,NONE ,,,
P13164,8.A.58.1.1,NONE ,,,
Q01629,8.A.58.1.2,NONE ,,,
Q01628,8.A.58.1.3,NONE ,,,
O88728,8.A.58.1.4,NONE ,,,
Q91499,8.A.58.1.5,NONE ,,,
Q7Z6L0,8.A.58.2.1,NONE ,,,
W7IXW3,8.A.58.2.10,NONE ,,,
T1FSM0,8.A.58.2.11,NONE ,,,
D5T4Y6,8.A.58.2.12,NONE ,,,
Q9H7V2,8.A.58.2.13,NONE ,,,
W4Y0F5,8.A.58.2.2,NONE ,,,
Q6ZNR0,8.A.58.2.3,NONE ,,,
C3ZQD8,8.A.58.2.4,NONE ,,,
D7B2C7,8.A.58.2.5,NONE ,,,
G7H3K9,8.A.58.2.6,NONE ,,,
V7NGM6,8.A.58.2.7,NONE ,,,
R6MVI4,8.A.58.2.8,NONE ,,,
C3J8N3,8.A.58.2.9,NONE ,,,
O28769,8.A.59.1.1,NONE ,,,
E1RHG8,8.A.59.1.2,NONE ,,,
Q12150,8.A.6.1.1,NONE ,,,
Q8IV31,8.A.60.1.1,NONE ,,,
V8NJS4,8.A.60.1.2,NONE ,,,
F7FKR6,8.A.60.1.3,NONE ,,,
P53173,8.A.61.1.1,NONE ,,,
O95406,8.A.61.1.2,NONE ,,,
Q4DMZ3,8.A.61.1.3,NONE ,,,
A4HL21,8.A.61.1.4,NONE ,,,
A8HM66,8.A.61.1.5,NONE ,,,
P49858,8.A.61.1.6,NONE ,,,
Q9BVT8,8.A.62.1.1,NONE ,,,
H9JAB9,8.A.62.1.2,NONE ,,,
X1WRF8,8.A.62.1.3,NONE ,,,
W6UD82,8.A.62.1.4,NONE ,,,
Q99720,8.A.63.1.1,NONE ,,,
831330900,8.A.63.1.2,NONE ,,,
B9W6N1,8.A.63.1.3,NONE ,,,
D7T701,8.A.63.1.4,NONE ,,,
O02109,8.A.63.1.5,NONE ,,,
E6TG36,8.A.63.1.6,NONE ,,,
P0C851,8.A.64.1.1,NONE ,,,
H2S6T4,8.A.64.1.2,NONE ,,,
T1FSK4,8.A.64.1.3,NONE ,,,
C3YWK0,8.A.64.1.4,NONE ,,,
R7U286,8.A.64.1.5,NONE ,,,
G4TJ44,8.A.64.1.6,NONE ,,,
F6SPX3,8.A.64.1.7,NONE ,,,
Q86TL2,8.A.65.1.1,NONE ,,,
A0EBH9,8.A.65.1.2,NONE ,,,
Q5AW73,8.A.65.1.3,NONE ,,,
U6MJ66,8.A.65.1.4,NONE ,,,
E1ZS05,8.A.65.1.5,NONE ,,,
Q4UF74,8.A.65.1.6,NONE ,,,
V7PSH7,8.A.65.1.7,NONE ,,,
Q9TW65,8.A.66.1.1,NONE ,,,
P11532,8.A.66.1.2,NONE ,,,
P35609,8.A.66.1.3,NONE ,,,
P21333,8.A.66.1.4,NONE ,,,
O75369,8.A.66.1.5,NONE ,,,
Q14315,8.A.66.1.6,NONE ,,,
Q13438,8.A.67.1.1,NONE ,,,
Q8GWH3,8.A.67.1.2,NONE ,,,
V9HWD3,8.A.67.1.3,NONE ,,,
M2RIY9,8.A.67.1.4,NONE ,,,
E7NFP9,8.A.68.1.1,NONE ,,,
Q9V3N6,8.A.68.1.10,NONE ,,,
G8BZ79,8.A.68.1.11,NONE ,,,
I7MD82,8.A.68.1.12,NONE ,,,
Q9LIC2,8.A.68.1.2,NONE ,,,
Q92544,8.A.68.1.3,NONE ,,,
Q55FP0,8.A.68.1.4,NONE ,,,
Q84LF6,8.A.68.1.5,NONE ,,,
Q99805,8.A.68.1.6,NONE ,,,
O04091,8.A.68.1.7,NONE ,,,
F1R852,8.A.68.1.8,NONE ,,,
Q9VIK1,8.A.68.1.9,NONE ,,,
O43521,8.A.69.1.1,NONE ,,,
B2KKY9,8.A.69.1.2,NONE ,,,
V9L7R9,8.A.69.1.3,NONE ,,,
P08839,8.A.7.1.1,NONE ,,,
Q0S1M9,8.A.7.1.2,NONE ,,,
D2RXA5,8.A.7.1.3,NONE ,,,
D4GYE2,8.A.7.1.4,NONE ,,,
H1XXY9,8.A.7.1.5,NONE ,,,
A1RZ61,8.A.7.1.6,NONE ,,,
Q8WVE7,8.A.70.1.1,NONE ,,,
Q7Z5B4,8.A.71.1.1,NONE ,,,
Q9W2N4,8.A.71.1.2,NONE ,,,
E1JGP5,8.A.71.1.3,NONE ,,,
E3M513,8.A.71.1.4,NONE ,,,
P03170,8.A.72.1.1,NONE ,,,
Q7TLC4,8.A.72.1.2,NONE ,,,
636633301,8.A.72.1.3,NONE ,,,
Q9SN96,8.A.73.1.1,NONE ,,,
C1MMN7,8.A.73.1.2,NONE ,,,
I0YRP2,8.A.73.1.3,NONE ,,,
Q553P4,8.A.73.1.4,NONE ,,,
L1J6I0,8.A.73.1.5,NONE ,,,
F2UQI9,8.A.73.1.6,NONE ,,,
M7WCI7,8.A.73.2.1,NONE ,,,
B6JZR0,8.A.73.2.2,NONE ,,,
G3AKL2,8.A.73.2.3,NONE ,,,
P81450,8.A.73.2.4,NONE ,,,
Q54KF7,8.A.74.1.1,NONE ,,,
Q9ULB1,8.A.74.1.2,NONE ,,,
P48230,8.A.75.1.1,NONE ,,,
Q96CE8,8.A.75.1.2,NONE ,,,
Q96DZ7,8.A.75.1.3,NONE ,,,
Q53R12,8.A.75.1.4,NONE ,,,
Q969S6,8.A.76.1.1,NONE ,,,
Q9H2L4,8.A.76.1.2,NONE ,,,
R0L4Z1,8.A.76.1.3,NONE ,,,
I1CE35,8.A.76.1.4,NONE ,,,
M0ZJN1,8.A.76.2.1,NONE ,,,
O75078,8.A.77.1.1,NONE ,,,
P78536,8.A.77.1.2,NONE ,,,
Q9UKQ2,8.A.77.1.3,NONE ,,,
O14672,8.A.77.1.4,NONE ,,,
O43184,8.A.77.1.5,NONE ,,,
Q16820,8.A.77.2.1,NONE ,,,
Q14TH3,8.A.77.2.2,NONE ,,,
P0AAV0,8.A.79.1.1,NONE ,,,
Q7VKT9,8.A.79.1.2,NONE ,,,
A2SGV2,8.A.79.1.3,NONE ,,,
P0AA04,8.A.8.1.1,NONE ,,,
Q0S1N3,8.A.8.1.2,NONE ,,,
D2RXA6,8.A.8.1.3,NONE ,,,
D4GYE3,8.A.8.1.4,NONE ,,,
H1XXZ0,8.A.8.1.5,NONE ,,,
A1RZ60,8.A.8.1.6,NONE ,,,
O75787,8.A.80.1.1,NONE ,,,
Q9XTY9,8.A.80.1.2,NONE ,,,
P23297,8.A.81.1.1,NONE ,,,
P60903,8.A.81.1.2,NONE ,,,
Q96FQ6,8.A.81.1.3,NONE ,,,
P04271,8.A.81.1.4,NONE ,,,
P62158,8.A.82.1.1,NONE ,,,
P22676,8.A.82.1.2,NONE ,,,
Q9ZR02,8.A.82.1.3,NONE ,,,
Q9W0M9,8.A.82.1.4,NONE ,,,
W9W090,8.A.82.1.5,NONE ,,,
Q9FUQ7,8.A.82.2.1,NONE ,,,
Q6ZSJ9,8.A.83.1.1,NONE ,,,
Q9UK28,8.A.84.1.1,NONE ,,,
W4YAQ7,8.A.84.1.2,NONE ,,,
L7M888,8.A.84.1.3,NONE ,,,
P25092,8.A.85.1.1,NONE ,,,
P20594,8.A.85.1.2,NONE ,,,
Q02846,8.A.85.1.3,NONE ,,,
Q8VY77,8.A.86.1.1,NONE ,,,
A4RST9,8.A.86.1.2,NONE ,,,
M1VLW5,8.A.86.1.3,NONE ,,,
O60343,8.A.87.1.1,NONE ,,,
OAA61750.1,8.A.87.1.2,NONE ,,,
H2RT55,8.A.87.1.3,NONE ,,,
Q86TI0,8.A.87.1.4,NONE ,,,
P31415,8.A.88.1.1,NONE ,,,
F6P0J3,8.A.88.1.2,NONE ,,,
U3IW20,8.A.88.1.3,NONE ,,,
V5IFI8,8.A.88.1.4,NONE ,,,
Q05839,8.A.9.1.1,NONE ,,,
Q07837,8.A.9.1.2,NONE ,,,
Q64304,8.A.9.2.1,NONE ,,,
P08195,8.A.9.2.2,NONE ,,,
Q9VHX9,8.A.9.2.3,NONE ,,,
Q5DDT5,8.A.9.3.1,NONE ,,,
O00526,8.A.90.1.1,NONE ,,,
B5X967,8.A.90.1.2,NONE ,,,
W5M5V0,8.A.90.1.3,NONE ,,,
O75631,8.A.90.2.1,NONE ,,,
Q9BT76,8.A.90.2.2,NONE ,,,
T2F9S8,8.A.90.2.3,NONE ,,,
Q42374,8.A.91.1.1,NONE ,,,
Q6DDI9,8.A.91.1.2,NONE ,,,
Q7ZWP6,8.A.91.1.3,NONE ,,,
P63092,8.A.92.1.1,NONE ,,,
P62873,8.A.92.1.1,NONE ,,,
O14610,8.A.92.1.1,NONE ,,,
P18064,8.A.92.1.2,NONE ,,,
P49177,8.A.92.1.2,NONE ,,,
Q9FDX9,8.A.92.1.2,NONE ,,,
Q93V47,8.A.92.1.2,NONE ,,,
A6ZSQ7,8.A.92.1.3,NONE ,,,
A6ZQ42,8.A.92.1.3,NONE ,,,
P38011,8.A.92.1.3,NONE ,,,
P45697,8.B.1.1.1,NONE ,,,
P59853,8.B.1.1.2,NONE ,,,
O77463,8.B.1.1.3,NONE ,,,
P19855,8.B.1.1.4,NONE ,,,
O61668,8.B.1.1.5,NONE ,,,
F8UWP3,8.B.1.1.6,NONE ,,,
P01484,8.B.1.1.7,NONE ,,,
P56678,8.B.1.1.8,NONE ,,,
P41964,8.B.1.1.9,NONE ,,,
P45667,8.B.1.2.1,NONE ,,,
P60514,8.B.10.1.1,NONE ,,,
B1P1J2,8.B.10.1.2,NONE ,,,
B1P1I9,8.B.10.1.3,NONE ,,,
Q5D232,8.B.10.1.4,NONE ,,,
D2Y2E4,8.B.10.1.5,NONE ,,,
P61507,8.B.10.2.1,NONE ,,,
B3EWU9,8.B.10.2.2,NONE ,,,
P61541,8.B.11.1.1,NONE ,,,
P61542,8.B.11.1.2,NONE ,,,
P11494,8.B.11.1.3,NONE ,,,
P84919,8.B.11.1.4,NONE ,,,
O76199,8.B.12.1.1,NONE ,,,
P81792,8.B.12.1.2,NONE ,,,
D2Y2B8,8.B.12.1.3,NONE ,,,
S5MJS8,8.B.12.1.4,NONE ,,,
Q9TWF8,8.B.13.1.1,NONE ,,,
P29186,8.B.14.1.1,NONE ,,,
P29187,8.B.14.1.2,NONE ,,,
P81897,8.B.14.1.3,NONE ,,,
U1M815,8.B.14.1.4,NONE ,,,
W2SYT5,8.B.14.1.5,NONE ,,,
O16846,8.B.14.1.6,NONE ,,,
O88676,8.B.14.2.1,NONE ,,,
P0C7W7,8.B.15.1.1,NONE ,,,
P60254,8.B.16.1.1,NONE ,,,
C7TRQ6,8.B.16.1.2,NONE ,,,
B8QG00,8.B.16.1.3,NONE ,,,
P81598,8.B.16.1.4,NONE ,,,
P19651,8.B.17.1.1,NONE ,,,
P69928,8.B.17.1.2,NONE ,,,
P01530,8.B.17.1.3,NONE ,,,
A9UL24,8.B.18.1.1,NONE ,,,
C0HJC4,8.B.19.1.1,NONE ,,,
A7RMN1,8.B.19.1.2,NONE ,,,
P58604,8.B.19.2.1,NONE ,,,
P81694,8.B.19.2.2,NONE ,,,
B6DCM4,8.B.19.2.3,NONE ,,,
P85079,8.B.19.2.4,NONE ,,,
B3EWF3,8.B.19.2.5,NONE ,,,
B6DD31,8.B.19.2.6,NONE ,,,
P0DJ33,8.B.2.1.2,NONE ,,,
Q6WGI9,8.B.2.2.1,NONE ,,,
A9QLM3,8.B.2.2.2,NONE ,,,
P0DJ08,8.B.20.1.1,NONE ,,,
C5J894,8.B.20.1.2,NONE ,,,
P49268,8.B.21.1.1,NONE ,,,
B1P1I0,8.B.21.1.2,NONE ,,,
P60977,8.B.21.1.3,NONE ,,,
S8EGJ6,8.B.21.1.4,NONE ,,,
N4VM86,8.B.21.1.5,NONE ,,,
R4IL03,8.B.21.1.6,NONE ,,,
V9LSX2,8.B.21.1.7,NONE ,,,
W7XJE7,8.B.21.2.1,NONE ,,,
Q9GU57,8.B.22.1.1,NONE ,,,
Q8I6V7,8.B.22.1.2,NONE ,,,
P83390,8.B.22.1.3,NONE ,,,
Q2I2P4,8.B.22.1.4,NONE ,,,
P0DKR6,8.B.23.1.1,NONE ,,,
P0DKS3,8.B.23.1.2,NONE ,,,
C0HJB0,8.B.23.1.3,NONE ,,,
P86094,8.B.23.1.4,NONE ,,,
G8EB00,8.B.24.1.1,NONE ,,,
P09182,8.B.24.1.2,NONE ,,,
B6XHZ9,8.B.24.1.3,NONE ,,,
I4L671,8.B.24.1.4,NONE ,,,
Q2VNY0,8.B.24.2.1,NONE ,,,
Q6WRW9,8.B.24.2.2,NONE ,,,
O87672,8.B.24.2.3,NONE ,,,
H0KCS9,8.B.24.2.4,NONE ,,,
V1L9U1,8.B.24.2.5,NONE ,,,
Q1RDE6,8.B.24.2.6,NONE ,,,
P18002,8.B.24.3.1,NONE ,,,
G9YAK2,8.B.24.3.2,NONE ,,,
V1H2L8,8.B.24.3.3,NONE ,,,
P02984,8.B.24.4.1,NONE ,,,
V7E482,8.B.24.4.2,NONE ,,,
K9RXX4,8.B.24.4.3,NONE ,,,
Q79ED9,8.B.24.5.1,NONE ,,,
S2KW97,8.B.24.5.2,NONE ,,,
B0C5P4,8.B.24.5.3,NONE ,,,
M3E394,8.B.24.5.4,NONE ,,,
Q03708,8.B.24.5.5,NONE ,,,
Q87088,8.B.25.1.1,NONE ,,,
Q89806,8.B.25.1.2,NONE ,,,
D1FXT2,8.B.25.1.3,NONE ,,,
U5NPM6,8.B.25.1.4,NONE ,,,
Q782p4,8.B.25.1.5,NONE ,,,
F8RCH9,8.B.25.1.6,NONE ,,,
J9QWM7,8.B.25.1.7,NONE ,,,
Q2QBC6,8.B.25.1.8,NONE ,,,
G3CKQ5,8.B.25.2.1,NONE ,,,
G8XTD4,8.B.25.2.2,NONE ,,,
Q80KL8,8.B.25.2.3,NONE ,,,
I6RU32,8.B.26.1.1,NONE ,,,
I6S3A0,8.B.26.1.2,NONE ,,,
848130036,8.B.26.1.3,NONE ,,,
P0DL36,8.B.26.1.4,NONE ,,,
I6RU46,8.B.26.1.6,NONE ,,,
A6MHQ4,8.B.27.1.1,NONE ,,,
Q4KMZ8,8.B.27.1.2,NONE ,,,
Q5VXU1,8.B.27.1.3,NONE ,,,
Q8N8D7,8.B.27.1.4,NONE ,,,
Q8OVV8,8.B.27.1.5,NONE ,,,
Q86DU6,8.B.28.1.1,NONE ,,,
P58925,8.B.28.1.2,NONE ,,,
P01523,8.B.28.1.3,NONE ,,,
P0C195,8.B.28.1.4,NONE ,,,
H2BK14,8.B.28.1.5,NONE ,,,
R4IKI4,8.B.28.1.6,NONE ,,,
Q9BPH7,8.B.28.1.7,NONE ,,,
P56676,8.B.3.1.1,NONE ,,,
P83471,8.B.3.1.2,NONE ,,,
P83303,8.B.3.1.3,NONE ,,,
P84510,8.B.3.1.4,NONE ,,,
P0CH54,8.B.3.1.5,NONE ,,,
B1P1H2,8.B.3.1.6,NONE ,,,
P83301,8.B.4.1.1,NONE ,,,
Q9BPF4,8.B.4.1.2,NONE ,,,
U6C2B7,8.B.4.1.3,NONE ,,,
R4IL98,8.B.4.1.4,NONE ,,,
P68424,8.B.4.1.5,NONE ,,,
B1P1B1,8.B.4.1.6,NONE ,,,
P18511,8.B.4.1.7,NONE ,,,
P58808,8.B.4.2.1,NONE ,,,
P0C666,8.B.4.3.1,NONE ,,,
P83480,8.B.5.1.1,NONE ,,,
P83476,8.B.5.2.1,NONE ,,,
P58426,8.B.5.2.2,NONE ,,,
P0C244,8.B.5.3.1,NONE ,,,
P0C246,8.B.5.3.2,NONE ,,,
P60992,8.B.5.3.3,NONE ,,,
P61104,8.B.5.3.4,NONE ,,,
P0C247,8.B.5.3.5,NONE ,,,
P56852,8.B.5.3.6,NONE ,,,
P60590,8.B.5.3.7,NONE ,,,
M5AY63,8.B.5.3.8,NONE ,,,
P30288,8.B.6.1.1,NONE ,,,
P11058,8.B.6.1.2,NONE ,,,
P15967,8.B.6.1.3,NONE ,,,
P85269,8.B.6.1.4,NONE ,,,
D2A1J7,8.B.6.1.5,NONE ,,,
Q5Y4V1,8.B.6.1.6,NONE ,,,
Q5Y4X5,8.B.6.1.7,NONE ,,,
P0C1Z8,8.B.6.1.8,NONE ,,,
P13494,8.B.6.2.1,NONE ,,,
P83560,8.B.6.2.2,NONE ,,,
P85066,8.B.7.1.1,NONE ,,,
P86436,8.B.7.1.2,NONE ,,,
P60271,8.B.7.1.3,NONE ,,,
F1CIY7,8.B.7.1.4,NONE ,,,
B8XH25,8.B.7.1.5,NONE ,,,
P84777,8.B.8.1.1,NONE ,,,
Q8I0L5,8.B.8.1.2,NONE ,,,
P40755,8.B.8.1.3,NONE ,,,
P0C164,8.B.8.1.4,NONE ,,,
Q9NBG9,8.B.8.1.5,NONE ,,,
P0DL35,8.B.8.1.6,NONE ,,,
Q8JI39,8.B.9.1.1,NONE ,,,
Q7T1K6,8.B.9.1.2,NONE ,,,
Q91055,8.B.9.1.3,NONE ,,,
P81995,8.B.9.1.4,NONE ,,,
P11670,8.B.9.1.5,NONE ,,,
B0X6A3,8.B.9.1.6,NONE ,,,
Q8N6U8,9.A.14.1.11,NONE ,,,
Q9HB89,9.A.14.1.13,NONE ,,,
P30989,9.A.14.1.14,NONE ,,,
P48039,9.A.14.1.3,NONE ,,,
P34981,9.A.14.1.4,NONE ,,,
P23945,9.A.14.1.5,NONE ,,,
Q92847,9.A.14.1.6,NONE ,,,
O57422,9.A.14.1.7,NONE ,,,
Q9UHM6,9.A.14.1.8,NONE ,,,
P30968,9.A.14.10.1,NONE ,,,
P47901,9.A.14.10.2,NONE ,,,
P30518,9.A.14.10.3,NONE ,,,
P30559,9.A.14.10.4,NONE ,,,
Q8MSJ2,9.A.14.11.1,NONE ,,,
Q9NQ84,9.A.14.11.2,NONE ,,,
Q9GZP7,9.A.14.12.1,NONE ,,,
P30556,9.A.14.13.1,NONE ,,,
P35414,9.A.14.13.10,NONE ,,,
P55085,9.A.14.13.12,NONE ,,,
P48146,9.A.14.13.13,NONE ,,,
Q969F8,9.A.14.13.14,NONE ,,,
Q99788,9.A.14.13.15,NONE ,,,
P41231,9.A.14.13.16,NONE ,,,
P61073,9.A.14.13.17,NONE ,,,
P35372,9.A.14.13.18,NONE ,,,
Q99527,9.A.14.13.19,NONE ,,,
Q9Y271,9.A.14.13.2,NONE ,,,
P25105,9.A.14.13.3,NONE ,,,
Q9BXC0,9.A.14.13.4,NONE ,,,
Q15722,9.A.14.13.5,NONE ,,,
Q99705,9.A.14.13.6,NONE ,,,
Q96AM1,9.A.14.13.7,NONE ,,,
Q9HC97,9.A.14.13.8,NONE ,,,
Q99677,9.A.14.13.9,NONE ,,,
Q9W0R5,9.A.14.14.1,NONE ,,,
O97148,9.A.14.14.2,NONE ,,,
O75899,9.A.14.15.1,NONE ,,,
Q9VKA4,9.A.14.15.2,NONE ,,,
Q9UP38,9.A.14.16.1,NONE ,,,
Q9VVX3,9.A.14.16.2,NONE ,,,
F1S0R5,9.A.14.16.3,NONE ,,,
P59542,9.A.14.17.1,NONE ,,,
A1L485,9.A.14.17.2,NONE ,,,
H3A1F9,9.A.14.17.3,NONE ,,,
K7FIA7,9.A.14.17.4,NONE ,,,
P59533,9.A.14.17.5,NONE ,,,
O92092,9.A.14.18.2,NONE ,,,
D3YS02,9.A.14.18.3,NONE ,,,
G8XSY3,9.A.14.18.4,NONE ,,,
Q9UJ42,9.A.14.19.1,NONE ,,,
P21453,9.A.14.2.1,NONE ,,,
P21554,9.A.14.2.2,NONE ,,,
P32245,9.A.14.2.3,NONE ,,,
Q01718,9.A.14.2.4,NONE ,,,
Q9HBW0,9.A.14.2.5,NONE ,,,
P34972,9.A.14.2.6,NONE ,,,
P51810,9.A.14.20.1,NONE ,,,
Q8TDU6,9.A.14.21.1,NONE ,,,
G4VI72,9.A.14.3.1,NONE ,,,
P14416,9.A.14.3.10,NONE ,,,
P12657,9.A.14.3.2,NONE ,,,
E1JI27,9.A.14.3.3,NONE ,,,
P30542,9.A.14.3.4,NONE ,,,
P28222,9.A.14.3.6,NONE ,,,
P41595,9.A.14.3.7,NONE ,,,
P35462,9.A.14.3.9,NONE ,,,
P30988,9.A.14.4.1,NONE ,,,
P47872,9.A.14.4.10,NONE ,,,
Q03431,9.A.14.4.11,NONE ,,,
Q16602,9.A.14.4.12,NONE ,,,
Q9W4Y2,9.A.14.4.2,NONE ,,,
P34998,9.A.14.4.3,NONE ,,,
Q16983,9.A.14.4.4,NONE ,,,
P48546,9.A.14.4.5,NONE ,,,
P43220,9.A.14.4.6,NONE ,,,
Q02643,9.A.14.4.7,NONE ,,,
P41586,9.A.14.4.8,NONE ,,,
P32241,9.A.14.4.9,NONE ,,,
P13773,9.A.14.5.1,NONE ,,,
O04714,9.A.14.5.2,NONE ,,,
Q14246,9.A.14.6.1,NONE ,,,
P48960,9.A.14.6.2,NONE ,,,
Q9HBW9,9.A.14.6.3,NONE ,,,
Q9NYQ6,9.A.14.6.4,NONE ,,,
B2MZA8,9.A.14.6.5,NONE ,,,
O60241,9.A.14.6.6,NONE ,,,
Q13255,9.A.14.7.1,NONE ,,,
P41180,9.A.14.7.2,NONE ,,,
Q5T6X5,9.A.14.7.3,NONE ,,,
Q8TE23,9.A.14.7.4,NONE ,,,
Q7RTX1,9.A.14.7.5,NONE ,,,
P30953,9.A.14.8.1,NONE ,,,
Q9H205,9.A.14.8.2,NONE ,,,
P34995,9.A.14.9.1,NONE ,,,
WP_017185054.1,9.A.22.1.4,NONE ,,,
SDY93042.1,9.A.22.3.2,NONE ,,,
